,tcc,ltng,gh,u10,v10,t2m,d2m,r2,mdens,hcc,lcc,mcc,t,sp,vis,prate,sde,tp,crain,cfrzr,cicep,csnow,cpofp,snowc,gust,vbdsf,vddsf,gppbfas
2021-12-31 19:00:00,81.0,0.0,798.5615,0.74071026,3.7198954,298.3049,294.54865,80.0,2.4e-11,0.0,81.0,0.0,298.6548,99060.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,9.439973,310.0,188.1,10.0
2021-12-31 20:00:00,4.0,0.0,,0.06494713,5.1985083,300.31995,293.49902,66.2,1.6e-11,0.0,4.0,0.0,300.52142,98900.0,27100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,8.595409,840.0,98.6,10.0
2021-12-31 21:00:00,0.0,0.0,,-0.7171421,4.615349,301.48914,292.29065,57.5,1.073734e-25,0.0,0.0,0.0,301.649,98780.0,33300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,8.704385,784.0,88.0,10.0
2021-12-31 22:00:00,0.0,0.0,,-0.566741,4.0259533,301.36115,292.08496,57.1,1.6e-11,0.0,0.0,0.0,301.46564,98720.0,33400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,8.6429,673.0,70.1,10.0
2021-12-31 23:00:00,4.0,0.0,,-1.7305374,2.4491024,300.0598,293.78275,65.3,1.6e-11,0.0,4.0,0.0,299.70886,98690.0,27500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,8.751717,352.2,43.9,10.0
2022-01-01,0.0,0.0,,-2.8920221,2.9726505,297.7695,293.2182,70.0,2.08e-11,0.0,0.0,0.0,297.0022,98680.0,24000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,7.8254848,0.0,0.0,10.0
2022-01-01 01:00:00,14.0,0.0,,-3.5765448,3.5183792,296.75726,294.58136,83.0,9.320461e-26,0.0,14.0,0.0,296.36914,98740.0,16800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,12.190496,0.0,0.0,10.0
2022-01-01 02:00:00,94.0,0.0,445.18335,-2.6173239,2.7974014,296.4016,294.81445,86.7,8e-13,0.0,94.0,0.0,295.98697,98820.0,15200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,10.362662,0.0,0.0,10.0
2022-01-01 03:00:00,99.0,0.0,444.49426,-2.3602495,3.2899017,296.27716,295.21246,91.6,4e-12,0.0,99.0,0.0,296.10864,98800.0,13400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,10.638317,0.0,0.0,10.0
2022-01-01 04:00:00,100.0,0.0,320.0454,-1.6440945,4.37109,296.0441,295.04413,91.3,8e-12,0.0,100.0,0.0,295.87518,98810.0,13500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,13.515753,0.0,0.0,10.0
2022-01-01 05:00:00,100.0,0.0,444.1411,-1.620328,4.3400993,296.41748,294.67926,86.5,8.67037e-26,0.0,100.0,0.0,296.12253,98800.0,15300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,13.563871,0.0,0.0,10.0
2022-01-01 06:00:00,100.0,0.0,443.15707,-1.8549652,3.0110722,295.24115,294.528,92.1,9.269751700000001e-26,0.0,100.0,0.0,294.98737,98750.0,13100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,12.930198,0.0,0.0,10.0
2022-01-01 07:00:00,100.0,0.0,442.67514,-1.0049019,1.5171413,295.4666,294.00287,91.8,9.3642923e-26,0.0,100.0,0.0,295.82986,98710.0,13400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,12.406082,0.0,0.0,10.0
2022-01-01 08:00:00,100.0,0.0,442.64938,-0.83774376,2.9768753,295.70724,293.8882,88.6,8.7114736e-26,1.0,100.0,0.0,295.70154,98700.0,14700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,12.569905,0.0,0.0,10.0
2022-01-01 09:00:00,100.0,0.0,442.36462,-0.5597153,2.8589954,295.91257,293.8748,87.1,8.945265e-26,6.0,100.0,0.0,295.79047,98700.0,15300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,12.420935,0.0,0.0,10.0
2022-01-01 10:00:00,100.0,0.0,441.40503,-0.3196869,3.8140907,295.73523,293.92096,88.7,9.0305573e-26,6.0,100.0,0.0,295.71576,98650.0,14400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,11.17641,0.0,0.0,10.0
2022-01-01 11:00:00,100.0,0.0,442.3457,0.12749481,2.7207851,295.6247,294.2013,91.2,8.9415116e-26,67.0,100.0,0.0,295.64215,98600.0,13600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,9.353156,0.0,0.0,10.0
2022-01-01 12:00:00,100.0,0.0,443.08762,-0.1568613,2.0100307,295.88568,293.97348,88.7,9.047905e-26,16.0,100.0,0.0,296.00067,98650.0,14700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,7.490303,0.0,0.0,10.0
2022-01-01 13:00:00,100.0,0.0,1012.009,0.47784424,0.91737556,295.2547,293.80023,91.9,1.6e-12,0.0,100.0,0.0,295.87048,98710.0,13400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,6.469929,0.0,0.0,10.0
2022-01-01 14:00:00,59.0,0.0,1013.3147,-0.8850832,1.543169,294.67194,293.62534,94.3,2.4e-12,0.0,59.0,0.0,295.17865,98740.0,12600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,4.3318806,228.0,35.8,10.0
2022-01-01 15:00:00,35.0,0.0,,-0.10697937,1.9471588,295.14,294.5296,97.7,3.96e-11,1.0,35.0,0.0,296.24615,98850.0,12200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,6.297721,586.0,84.4,10.0
2022-01-01 16:00:00,100.0,0.0,603.1106,0.17718124,3.1618996,296.42892,294.7288,91.4,6.48e-11,9.0,100.0,0.0,297.88934,98920.0,13600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,4.2874255,117.0,128.6,10.0
2022-01-01 17:00:00,100.0,0.0,443.4944,2.6435413,1.7129345,297.50873,293.3748,78.7,6.96e-11,63.0,100.0,12.0,298.53552,99010.0,19400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,5.5299067,465.0,245.8,10.0
2022-01-01 18:00:00,83.0,0.0,8460.297,1.7935524,1.8166428,298.04828,293.37598,76.6,3.68e-11,83.0,4.0,25.0,299.29962,98920.0,19900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,4.8611364,187.0,408.9,10.0
2022-01-01 19:00:00,98.0,0.0,,2.3143969,0.1823082,298.09293,292.06454,70.8,1.1e-10,97.0,12.0,98.0,300.1756,98890.0,22700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,3.154111,0.0,138.5,10.0
2022-01-01 20:00:00,98.0,0.0,,2.1763697,-1.107296,299.05737,291.8748,65.3,6.4e-11,97.0,2.0,98.0,299.99844,98830.0,27200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,4.2012067,0.0,193.1,10.0
2022-01-01 21:00:00,99.0,0.0,7773.8115,0.91057396,0.24100494,299.09088,290.3123,57.3,8e-11,99.0,0.0,97.0,298.98428,98780.0,33500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,5.889959,0.0,212.9,10.0
2022-01-01 22:00:00,97.0,0.0,8582.085,-0.0063095093,0.5050278,298.99707,290.39423,55.6,4.8e-11,97.0,0.0,0.0,298.45105,98780.0,34800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,4.8886642,35.0,219.9,10.0
2022-01-01 23:00:00,65.0,0.0,,-2.2539291,-0.2727394,297.4386,292.3123,68.4,6.4e-11,65.0,0.0,0.0,296.81482,98800.0,25700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,2.8759031,306.7,52.4,10.0
2022-01-02,6.0,0.0,,-2.1509047,0.53616333,296.0086,291.3847,66.8,7.4e-11,6.0,0.0,0.0,294.7298,98790.0,26700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,2.218132,0.0,0.0,10.0
2022-01-02 01:00:00,4.0,0.0,,-2.9522161,1.0344296,293.6424,292.4373,85.7,7.2e-11,4.0,2.0,0.0,292.92212,98820.0,15400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,5.042899,0.0,0.0,10.0
2022-01-02 02:00:00,4.0,0.0,,-2.7579641,0.43240356,292.98462,291.3748,83.4,5.28e-11,4.0,1.0,0.0,292.27826,98830.0,16600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,5.2962437,0.0,0.0,10.0
2022-01-02 03:00:00,8.0,0.0,,-0.5596428,-0.5087795,292.0231,290.4373,82.2,5.12e-11,8.0,3.0,0.0,290.97418,98950.0,16900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,3.5745087,0.0,0.0,10.0
2022-01-02 04:00:00,0.0,0.0,,-0.3711357,-2.2749462,291.3144,287.7498,71.7,4.64e-11,0.0,0.0,0.0,290.1905,98960.0,23700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,3.4959698,0.0,0.0,10.0
2022-01-02 05:00:00,0.0,0.0,,-4.756055,-5.9036903,289.60107,288.7723,88.5,2.4e-11,0.0,0.0,0.0,288.99963,99260.0,14200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,19.034002,0.0,0.0,10.0
2022-01-02 06:00:00,45.0,0.0,,-1.9036264,-9.484894,284.37668,279.0623,67.5,3.04e-11,0.0,45.0,0.0,284.18176,99550.0,26200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,15.83361,0.0,0.0,10.0
2022-01-02 07:00:00,100.0,0.0,969.52026,-0.38677788,-8.642828,281.058,275.2498,66.4,8.96e-11,0.0,100.0,0.0,281.11664,99800.0,26900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,14.420038,0.0,0.0,10.0
2022-01-02 08:00:00,100.0,0.0,,-0.5205326,-8.199701,278.03888,272.5623,68.5,1.12e-11,0.0,100.0,0.0,278.85742,99950.0,25600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,15.764302,0.0,0.0,10.0
2022-01-02 09:00:00,17.0,0.0,,0.30145264,-7.111746,277.25717,272.44128,69.7,8.7952124e-26,0.0,17.0,0.0,277.2275,100100.0,24600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,14.883046,0.0,0.0,10.0
2022-01-02 10:00:00,0.0,0.0,,-0.06235504,-6.3736286,276.2799,270.1248,62.4,8e-13,0.0,0.0,0.0,276.07758,100270.0,29600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,15.540016,0.0,0.0,10.0
2022-01-02 11:00:00,0.0,0.0,,-0.054439545,-6.344816,276.1928,270.50595,63.1,8e-13,0.0,0.0,0.0,275.86383,100440.0,29100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,14.29801,0.0,0.0,10.0
2022-01-02 12:00:00,0.0,0.0,,0.28566742,-7.0034122,274.45267,267.9373,60.0,8e-13,0.0,0.0,0.0,274.23535,100590.0,31400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,14.064631,0.0,0.0,10.0
2022-01-02 13:00:00,1.0,0.0,,1.2506866,-7.241791,273.40805,268.16205,67.0,8e-13,0.0,1.0,0.0,273.34863,100820.0,26400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,14.914398,0.0,0.0,10.0
2022-01-02 14:00:00,1.0,0.0,,1.4350672,-7.897106,272.13138,265.0623,59.1,8e-13,0.0,1.0,0.0,272.67572,101020.0,32000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,17.305275,525.0,28.5,10.0
2022-01-02 15:00:00,7.0,0.0,,1.5069752,-7.5901165,273.07047,265.6248,58.0,1.6e-12,0.0,7.0,0.0,274.0351,101210.0,32900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,15.181545,708.0,70.3,10.0
2022-01-02 16:00:00,8.0,0.0,,1.7524471,-7.7581425,274.5138,265.10245,51.3,2e-12,0.0,8.0,0.0,276.5493,101310.0,38600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,15.624027,836.0,94.5,10.0
2022-01-02 17:00:00,4.0,0.0,,1.7187119,-7.941061,277.72623,265.4198,41.9,8.574899e-26,0.0,4.0,0.0,279.9842,101350.0,48200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,14.910279,996.0,77.0,10.0
2022-01-02 18:00:00,3.0,0.0,,2.5681982,-8.217447,280.35342,264.3123,32.5,8.7086275e-26,0.0,3.0,0.0,283.3988,101360.0,60400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,15.205719,1018.0,81.0,10.0
2022-01-02 19:00:00,0.0,0.0,,2.5060987,-9.723642,281.99628,263.9998,28.5,1.6e-12,0.0,0.0,0.0,285.0824,101260.0,66400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,14.079524,1019.0,81.1,10.0
2022-01-02 20:00:00,0.0,0.0,,2.7162695,-8.285522,282.9301,264.59576,27.9,8e-12,0.0,0.0,0.0,285.96344,101160.0,67400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,14.695635,1002.0,77.7,10.0
2022-01-02 21:00:00,0.0,0.0,,1.6482315,-7.763565,283.2912,263.9998,25.7,1.44e-11,0.0,0.0,0.0,285.65018,101230.0,71100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,11.1423235,946.0,72.8,10.0
2022-01-02 22:00:00,0.0,0.0,,0.36494827,-7.5590878,283.52136,264.7498,26.2,1.28e-11,0.0,0.0,0.0,284.62006,101220.0,70200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,11.535747,832.0,64.1,10.0
2022-01-02 23:00:00,0.0,0.0,,0.95064926,-6.0282135,282.29523,264.47568,26.6,1.2e-11,0.0,0.0,0.0,282.15027,101240.0,69500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,10.858509,528.0,42.3,10.0
2022-01-03,0.0,0.0,,-0.9257345,-2.628008,280.67682,265.4998,30.1,1.12e-11,0.0,0.0,0.0,279.74353,101310.0,63900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,7.711424,0.0,0.0,10.0
2022-01-03 01:00:00,0.0,0.0,,-0.2867775,-2.4431038,278.62823,268.16144,43.4,9.6e-12,0.0,0.0,0.0,277.93787,101370.0,46600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,6.6186686,0.0,0.0,10.0
2022-01-03 02:00:00,0.0,0.0,,-0.86604595,-1.1315079,277.1341,269.41058,53.0,8.4e-12,0.0,0.0,0.0,276.6125,101420.0,37100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,4.310617,0.0,0.0,10.0
2022-01-03 03:00:00,0.0,0.0,,-0.31106472,-0.7624817,276.05814,269.3748,57.8,7e-12,0.0,0.0,0.0,275.59033,101470.0,33100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,3.404283,0.0,0.0,10.0
2022-01-03 04:00:00,0.0,0.0,,-0.26820564,-1.2904339,275.27893,269.8123,63.0,5.44e-12,0.0,0.0,0.0,274.77304,101510.0,29200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,4.201606,0.0,0.0,10.0
2022-01-03 05:00:00,0.0,0.0,,-1.662466,-1.2946758,274.51764,270.4998,70.5,4.96e-12,0.0,0.0,0.0,274.0564,101560.0,24400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,4.6637483,0.0,0.0,10.0
2022-01-03 06:00:00,0.0,0.0,,-0.2637148,-1.127922,273.76392,270.0623,72.4,4.64e-12,0.0,0.0,0.0,273.3484,101560.0,23400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,3.9742181,0.0,0.0,10.0
2022-01-03 07:00:00,0.0,0.0,,0.9650459,-0.44945526,273.18942,269.3123,70.6,4.24e-12,0.0,0.0,0.0,272.74533,101540.0,24400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,1.958355,0.0,0.0,10.0
2022-01-03 08:00:00,0.0,0.0,,1.5714893,-1.0100269,272.74493,269.5888,75.0,3.76e-12,0.0,0.0,0.0,272.42075,101540.0,21900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,1.8552243,0.0,0.0,10.0
2022-01-03 09:00:00,1.0,0.0,,0.87831974,-0.56889915,272.41846,270.0623,82.4,3.52e-12,0.0,1.0,0.0,272.2531,101540.0,18000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,1.7926857,0.0,0.0,10.0
2022-01-03 10:00:00,0.0,0.0,,0.3297596,-0.92759705,272.16678,269.36966,79.0,3.6e-12,0.0,0.0,0.0,271.99646,101510.0,19700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,1.4147758,0.0,0.0,10.0
2022-01-03 11:00:00,0.0,0.0,,0.46189594,0.19903469,272.18384,270.0623,83.2,3.84e-12,0.0,0.0,0.0,272.02655,101490.0,17100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,0.54529315,0.0,0.0,10.0
2022-01-03 12:00:00,0.0,0.0,,1.5457621,-0.021783829,272.00342,268.74026,77.6,3.84e-12,0.0,0.0,0.0,271.90753,101520.0,20500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,2.3690197,0.0,0.0,10.0
2022-01-03 13:00:00,0.0,0.0,,0.65097046,-0.34391022,271.78436,267.7498,74.1,3.6e-12,0.0,0.0,0.0,271.99393,101580.0,21600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,1.036434,0.0,0.0,10.0
2022-01-03 14:00:00,1.0,0.0,,0.94507885,-0.28869247,271.88736,268.13232,75.8,3.44e-12,0.0,1.0,0.0,272.33392,101650.0,20600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,1.4053457,418.0,36.0,10.0
2022-01-03 15:00:00,7.0,0.0,,0.15312767,-0.20372772,274.573,270.20935,73.9,3.92e-12,0.0,7.0,0.0,276.00012,101700.0,21600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,2.6708472,685.0,81.4,10.0
2022-01-03 16:00:00,6.0,0.0,,1.0870333,1.5114727,277.11288,272.7918,75.6,4e-12,0.0,6.0,0.0,280.33936,101770.0,20700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,2.6736572,771.0,106.6,10.0
2022-01-03 17:00:00,3.0,0.0,,0.74521637,1.7964916,279.44888,273.2498,67.2,4.8e-12,0.0,3.0,0.0,283.75836,101710.0,26100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,2.5426385,913.0,110.0,10.0
2022-01-03 18:00:00,2.0,0.0,,0.16303825,1.6518154,281.67493,272.2498,53.8,5.6e-12,0.0,2.0,0.0,286.30176,101600.0,36000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,2.6313517,966.0,102.3,10.0
2022-01-03 19:00:00,0.0,0.0,,-0.18635273,1.1460094,283.45044,271.22937,44.7,5.6e-12,0.0,0.0,0.0,288.4169,101430.0,45100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,1.3749745,989.0,95.2,10.0
2022-01-03 20:00:00,0.0,0.0,,-0.6219845,0.71439934,284.8341,269.18396,34.9,6.4e-12,0.0,0.0,0.0,289.42328,101260.0,56900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,1.4069107,967.0,90.8,10.0
2022-01-03 21:00:00,0.0,0.0,,-0.83553505,1.2326546,285.64194,267.3761,28.5,4e-12,0.0,0.0,0.0,289.3542,101150.0,66400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,2.6153042,911.0,84.6,10.0
2022-01-03 22:00:00,0.0,0.0,,-0.5646868,1.1948662,286.28082,265.1248,22.5,8e-12,0.0,0.0,0.0,287.86923,101110.0,76700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,2.1969924,802.0,70.8,10.0
2022-01-03 23:00:00,0.0,0.0,,-1.3001175,1.0682564,285.15363,267.3123,26.9,8e-12,0.0,0.0,0.0,284.77502,101080.0,69000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,2.1298394,496.4,46.2,10.0
2022-01-04,0.0,0.0,,-2.4539204,1.4249172,282.04425,269.0623,36.1,6e-12,0.0,0.0,0.0,281.22168,101050.0,55500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,4.050351,0.0,0.0,10.0
2022-01-04 01:00:00,2.0,0.0,,-1.3912516,2.4058475,280.21307,269.9998,43.2,4.8e-12,0.0,0.0,2.0,279.0954,101010.0,46800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,4.565392,0.0,0.0,10.0
2022-01-04 02:00:00,5.0,0.0,,-0.87693405,1.5096054,278.99277,270.9373,50.2,4.8e-12,0.0,0.0,5.0,277.9272,101040.0,39700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,4.3116255,0.0,0.0,10.0
2022-01-04 03:00:00,3.0,0.0,,-2.5141487,1.4489307,278.60303,268.9998,43.7,4.8e-12,0.0,0.0,3.0,277.27322,101020.0,46200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,5.180476,0.0,0.0,10.0
2022-01-04 04:00:00,7.0,0.0,,-1.2272882,1.2862854,278.59833,272.34637,55.8,4e-12,0.0,0.0,7.0,277.1101,101030.0,34700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,4.4296546,0.0,0.0,10.0
2022-01-04 05:00:00,14.0,0.0,,-1.9837093,0.8671875,278.432,272.5623,58.6,3.2e-12,0.0,0.0,14.0,277.25366,100980.0,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,4.5522695,0.0,0.0,10.0
2022-01-04 06:00:00,2.0,0.0,,-1.2013006,1.4518318,278.62045,272.6248,56.9,4.8e-12,0.0,0.0,2.0,277.05554,100970.0,33800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,5.0408373,0.0,0.0,10.0
2022-01-04 07:00:00,9.0,0.0,,-1.1706333,1.2649059,278.59192,270.1873,48.9,8.8e-12,0.0,0.0,9.0,277.49243,100940.0,40900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,5.312205,0.0,0.0,10.0
2022-01-04 08:00:00,0.0,0.0,,-0.20555305,1.0023537,277.9467,273.48846,65.5,1.44e-11,0.0,0.0,0.0,276.95197,100920.0,27300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,6.273408,0.0,0.0,10.0
2022-01-04 09:00:00,0.0,0.0,,-0.37974072,2.1494465,278.50812,271.6873,54.7,1.72e-11,0.0,0.0,0.0,277.33405,100780.0,35600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,4.785006,0.0,0.0,10.0
2022-01-04 10:00:00,2.0,0.0,,-0.4005432,1.9361115,278.92596,272.03888,53.9,2e-11,0.0,0.0,2.0,277.60287,100700.0,36300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,6.7493167,0.0,0.0,10.0
2022-01-04 11:00:00,0.0,0.0,,0.3089533,0.27583694,277.99133,271.1462,56.0,2.44e-11,0.0,0.0,0.0,277.2523,100670.0,34500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,2.485913,0.0,0.0,10.0
2022-01-04 12:00:00,0.0,0.0,,0.85995674,-0.9718685,277.3451,270.7498,56.9,2.46e-11,0.0,0.0,0.0,276.57843,100660.0,33800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,1.4092948,0.0,0.0,10.0
2022-01-04 13:00:00,0.0,0.0,,0.78385735,-1.8377876,276.34518,270.3748,59.3,2.36e-11,0.0,0.0,0.0,275.61072,100690.0,31900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,2.3579094,0.0,0.0,10.0
2022-01-04 14:00:00,0.0,0.0,,-0.37089157,-0.38720703,276.68195,269.4373,56.1,2.16e-11,0.0,0.0,0.0,276.27002,100670.0,34500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,0.55984294,445.0,31.9,10.0
2022-01-04 15:00:00,0.0,0.0,,0.3924122,0.28827667,279.32623,273.54034,67.0,1.72e-11,0.0,0.0,0.0,280.25043,100620.0,26100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,2.2920961,746.0,65.6,10.0
2022-01-04 16:00:00,5.0,0.0,,0.6210575,0.9614048,282.42935,275.84973,64.5,1.2e-11,0.0,5.0,0.0,284.6233,100670.0,27900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,5.9758506,794.0,98.0,10.0
2022-01-04 17:00:00,0.0,0.0,,1.8032293,2.7029877,286.1933,278.77155,62.1,1.04e-11,0.0,0.0,0.0,288.3025,100660.0,29800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,8.252466,933.0,90.3,10.0
2022-01-04 18:00:00,2.0,0.0,,2.262021,4.2119274,288.25665,278.81592,55.3,1.92e-11,0.0,2.0,0.0,290.87744,100500.0,34900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,9.983913,956.0,92.7,10.0
2022-01-04 19:00:00,2.0,0.0,,2.5902367,5.553568,290.26147,280.47522,54.7,8e-12,0.0,2.0,0.0,292.83972,100270.0,34500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,10.60374,953.0,93.6,10.0
2022-01-04 20:00:00,3.0,0.0,,2.190404,4.975992,291.65747,280.36792,49.5,8e-12,0.0,3.0,0.0,294.0986,100160.0,39400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,8.549125,893.0,103.9,10.0
2022-01-04 21:00:00,4.0,0.0,,1.5422812,4.055969,292.62802,280.8178,47.5,8.648952999999999e-26,0.0,4.0,0.0,294.4383,100040.0,41200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,6.544729,839.0,91.5,10.0
2022-01-04 22:00:00,0.0,0.0,,2.5084772,3.9682102,293.38422,279.88885,41.6,8e-12,0.0,0.0,0.0,293.83624,99930.0,48400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,6.946487,762.0,70.5,10.0
2022-01-04 23:00:00,0.0,0.0,,1.2390909,3.1457958,292.22675,281.40045,45.8,8e-12,0.0,0.0,0.0,291.5755,99920.0,44000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,6.840874,468.5,45.8,10.0
